"","x"
"1",17.5188659329594
"2",20.8688018363695
"3",12.8175336967129
"4",5.09446374837226
"5",10.7936342294969
"6",12.2090168904534
"7",18.4888632912196
"8",9.16940465996805
"9",6.46534577930576
"10",12.0359575635026
"11",11.0715868135189
"12",11.9763949597871
"13",20.7543562858051
"14",17.3506825371447
"15",10.169776985255
"16",15.0155882297017
"17",6.53289730009897
"18",10.3120988331055
"19",7.95657154057544
"20",15.2945943099807
"21",13.048912719073
"22",15.9797245733043
"23",10.2672764967342
"24",8.78128459280176
"25",12.2619299931678
"26",13.6176225141309
"27",15.1862810986141
"28",8.18301550654434
"29",9.80824870269885
"30",12.135141166723
"31",7.62305990831794
"32",13.6239448727125
"33",20.4478156663245
"34",7.02059790171306
"35",9.28490728816306
"36",15.1536592311506
"37",14.0070017593857
"38",18.8271952802254
"39",24.9786700267916
"40",16.710129287542
"41",8.70573375636075
"42",10.0504759604275
"43",7.89582086740447
"44",8.98114277318365
"45",9.54406837396091
"46",7.34941548406776
"47",18.4814450904396
"48",17.368071612268
"49",16.0391742178169
"50",20.9302344986207
"51",16.3073606001674
"52",17.3664921439385
"53",19.7993400945093
"54",11.831163072794
"55",22.9077448899269
"56",11.8088345894147
"57",13.8237697523255
"58",7.692669556765
"59",16.1374926777287
"60",11.6398304232048
"61",19.4413746326222
"62",11.8353690997703
"63",5.35923163882954
"64",19.6076944626552
"65",17.9230157245969
"66",8.56270078593669
"67",16.6733864468506
"68",16.7665961789175
"69",11.9866901847107
"70",5.76507016829557
"71",10.4847897857216
"72",11.5847826371638
"73",21.3931688494293
"74",8.6550747333993
"75",12.719709121131
"76",11.0607863881167
"77",10.682079020068
"78",6.34032715761585
"79",19.943071124602
"80",11.1056475758599
"81",10.5090602190535
"82",11.7566570223115
"83",12.8384662875169
"84",12.8187524782127
"85",17.7639315879632
"86",8.63435910634139
"87",15.1577739418184
"88",11.7530730045741
"89",14.550669648117
"90",20.2215165753098
"91",5.86220781531786
"92",17.7880858883366
"93",12.7611541862002
"94",12.7897193481374
"95",10.5819811922971
"96",5.5904695651125
"97",17.5729660291113
"98",20.2775815446313
"99",19.9020270583266
"100",19.7883068280409
"101",9.86745573337746
"102",9.17908629435474
"103",16.4739437286001
"104",20.156562212411
"105",11.9926340894293
"106",17.689312874486
"107",15.7160727325736
"108",7.42651874275415
"109",16.495446867829
"110",13.4690751818688
"111",17.4761828845492
"112",9.27197971162895
"113",18.0219676097257
"114",16.42300129615
"115",11.679531933786
"116",12.0702417607928
"117",12.5144391389045
"118",9.74244497772038
"119",15.7277314538714
"120",10.8521195249219
"121",20.9133443106352
"122",18.0777924348881
"123",17.694026803352
"124",10.3260250094957
"125",13.1937389265019
"126",14.7974031056903
"127",7.23515821281647
"128",13.2830951002706
"129",18.2827276641996
"130",10.4441469866748
"131",18.8301631789033
"132",12.6719638114637
"133",23.178574760857
"134",16.7680630078516
"135",9.83978092131821
"136",7.40628840347635
"137",18.2130395377391
"138",16.9664389719677
"139",13.0808973955868
"140",13.4020675956771
"141",15.1868083384006
"142",12.0571990159043
"143",15.1088717803067
"144",16.6853981381246
"145",19.3922304997915
"146",20.5615684694662
"147",27.5716719933578
"148",6.36731735802803
